Store ,StreetNum,Crime,,Full Address
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ARSON:INHABITED STRUCTURE/PROP (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,FRAUD,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,BATTERY W/SER BODILY INJURY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ELDER ABUSE/NEGLECT (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ADW WITH FORCE:POSSIBLE GBI (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,STREET ROBBERY - WEAPON USED,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,BURGLARY (VEHICLE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,THREATEN CRIME WITH INTENT TO TERRORIZE (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,POSSESS CONTROLLED SUBSTANCE (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(from Building) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,THREATEN CRIME WITH INTENT TO TERRORIZE (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,FRAUD,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,FRAUD,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT (Shoplifting) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(Shoplift) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(Shoplift) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(Shoplift) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,OTHER ROBBERY - NO WEAPON,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,STALKING (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,RESIDENTIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ADW WITH FORCE:POSSIBLE GBI (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT (Shoplifting) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,FRAUD,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,OTHER SEX CRIME,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DUI ALCOHOL (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(Shoplift) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:FIREARM (THEFT FROM BUILDING) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ARSON:STRUCTURE/FOREST LAND (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,RESIDENTIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,CARRY CONCEALED DIRK OR DAGGER (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL ROBBERY - NO WEAPON,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(from Building) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,POSSESS CONTROLLED SUBSTANCE (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,RESIDENTIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAMPER WITH VEH,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,POSS NARCOTIC CONTROLLED SUBS (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAMPER WITH VEH,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,POSS CONTROLLED SUBS PARAPHERNALIA (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL ROBBERY - WEAPON USED,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,BURGLARY (VEHICLE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,RESIDENTIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,POSSESS CONTROLLED SUBSTANCE (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,STREET ROBBERY - WEAPON USED,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,BATTERY ON SCHOOL EMPLOYEE W/INJURY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL ROBBERY - NO WEAPON,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ARSON:PROP (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL BURGLARY,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ADW:ASSAULT WITH FIREARM ON PERS (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(from Building) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,FRAUD,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ADW WITH FORCE:POSSIBLE GBI (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DUI ALCOHOL (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,POSS OPEN CONTAINER OF ALC IN PUBLIC (I),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(Shoplift) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAMPER WITH VEH,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(Shoplift) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,COMMERCIAL ROBBERY - NO WEAPON,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ADW WITH FORCE:POSSIBLE GBI (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM [$400 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,FRAUD,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,THEFT (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VEHICLE BREAK-IN/THEFT,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DUI ALC/0.08 PERCENT (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,POSSESS CONTROLLED SUBSTANCE (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,ASSAULT W/DEADLY WEAPON:NOT F/ARM (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,OTHER SEX CRIME,,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT:DOG [$950 OR LESS] (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,VANDALISM ($400 OR MORE) (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,PETTY THEFT(All Other Larceny) (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,SIMPLE BATTERY (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,DISORD CONDUCT:ALC (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,1046,USE/UNDER INFL OF CONTROLLED SUBS (M),,"1046 Mission Ave, Oceanside, CA 92054"
Walmart,2100,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,VANDALISM [$400 OR LESS] (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,PETTY THEFT(Shoplift) (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,SIMPLE BATTERY (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,GRAND THEFT:MONEY/LABOR/PROPERTY (F),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,GRAND THEFT (Shoplifting) (F),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,USE/UNDER INFL OF CONTROLLED SUBS (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,STREET ROBBERY - NO WEAPON,,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,PETTY THEFT(Shoplift) (M),,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,COMMERCIAL ROBBERY - NO WEAPON,,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,OTHER SEX CRIME,,"2100 Vista Way, Oceanside, CA 92054"
Walmart,2100,PETTY THEFT FROM LIBRARY OR MERCHANT (M),,"2100 Vista Way, Oceanside, CA 92054"
